#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
1463,06/09/2023 16:24:22,26.99,64.648,19.79,,
1464,06/09/2023 16:34:22,27.09,64.282,19.79,,
1465,06/09/2023 16:44:22,27.19,63.940,19.80,,
1466,06/09/2023 16:54:22,26.62,52.271,16.06,,
1467,06/09/2023 17:04:22,25.72,68.164,19.43,,
1468,06/09/2023 17:14:22,26.13,67.017,19.55,,
1469,06/09/2023 17:24:22,26.30,66.235,19.52,,
1470,06/09/2023 17:34:22,26.48,65.552,19.53,,
1471,06/09/2023 17:44:22,26.65,64.941,19.54,,
1472,06/09/2023 17:54:22,26.79,64.453,19.55,,
1473,06/09/2023 18:04:22,26.92,63.989,19.55,,
1474,06/09/2023 18:14:22,27.04,63.672,19.59,,
1475,06/09/2023 18:24:22,27.16,63.281,19.60,,
1476,06/09/2023 18:34:22,27.26,63.013,19.63,,
1477,06/09/2023 18:44:22,25.70,64.893,18.62,,
1478,06/09/2023 18:54:22,26.13,66.382,19.40,,
1479,06/09/2023 19:04:22,26.33,65.527,19.38,,
1480,06/09/2023 19:14:22,26.50,64.819,19.36,,
1481,06/09/2023 19:24:22,26.67,64.209,19.37,,
1482,06/09/2023 19:34:22,26.82,63.721,19.39,,
1483,06/09/2023 19:44:22,26.94,63.306,19.40,,
1484,06/09/2023 19:54:22,27.06,62.915,19.41,,
1485,06/09/2023 20:04:22,27.14,62.671,19.43,,
1486,06/09/2023 20:14:22,27.11,62.695,19.40,,
1487,06/09/2023 20:24:22,27.06,62.769,19.38,,
1488,06/09/2023 20:34:22,27.04,62.817,19.37,,
1489,06/09/2023 20:44:22,26.99,62.915,19.35,,
1490,06/09/2023 20:54:22,26.99,62.939,19.35,,
1491,06/09/2023 21:04:22,26.96,62.939,19.32,,
1492,06/09/2023 21:14:22,26.94,62.939,19.31,,
1493,06/09/2023 21:24:22,26.94,62.939,19.31,,
1494,06/09/2023 21:34:22,26.92,62.866,19.27,,
1495,06/09/2023 21:44:22,26.92,62.842,19.26,,
1496,06/09/2023 21:54:22,26.89,62.793,19.22,,
1497,06/09/2023 22:04:22,26.89,62.744,19.21,,
1498,06/09/2023 22:14:22,26.89,62.720,19.20,,
1499,06/09/2023 22:24:22,26.87,62.671,19.17,,
1500,06/09/2023 22:34:22,26.87,62.622,19.16,,
1501,06/09/2023 22:44:22,26.87,62.573,19.15,,
1502,06/09/2023 22:54:22,26.87,62.549,19.14,,
1503,06/09/2023 23:04:22,26.84,62.524,19.11,,
1504,06/09/2023 23:14:22,26.57,55.127,16.85,,
1505,06/09/2023 23:24:22,25.53,65.967,18.72,,
1506,06/09/2023 23:34:22,25.84,65.161,18.82,,
1507,06/09/2023 23:44:22,26.13,64.209,18.86,,
1508,06/09/2023 23:54:22,26.23,63.745,18.84,,
1509,06/10/2023 00:04:22,26.28,63.452,18.81,,
1510,06/10/2023 00:14:22,26.30,63.281,18.79,,
1511,06/10/2023 00:24:22,26.33,63.159,18.79,,
1512,06/10/2023 00:34:22,26.33,63.062,18.76,,
1513,06/10/2023 00:44:22,26.33,62.988,18.74,,
1514,06/10/2023 00:54:22,26.35,62.939,18.75,,
1515,06/10/2023 01:04:22,26.35,62.891,18.74,,
1516,06/10/2023 01:14:22,26.35,62.793,18.71,,
1517,06/10/2023 01:24:22,26.38,62.793,18.74,,
1518,06/10/2023 01:34:22,26.38,62.744,18.73,,
1519,06/10/2023 01:44:22,26.38,62.695,18.71,,
1520,06/10/2023 01:54:22,26.38,62.622,18.70,,
1521,06/10/2023 02:04:22,26.38,62.598,18.69,,
1522,06/10/2023 02:14:22,26.40,62.524,18.69,,
1523,06/10/2023 02:24:22,26.40,62.451,18.67,,
1524,06/10/2023 02:34:22,26.40,62.451,18.67,,
1525,06/10/2023 02:44:22,26.40,62.427,18.66,,
1526,06/10/2023 02:54:22,26.40,62.354,18.65,,
1527,06/10/2023 03:04:22,26.40,62.354,18.65,,
1528,06/10/2023 03:14:22,26.40,62.305,18.63,,
1529,06/10/2023 03:24:22,26.40,62.305,18.63,,
1530,06/10/2023 03:34:22,26.40,62.231,18.61,,
1531,06/10/2023 03:44:22,26.40,62.183,18.60,,
1532,06/10/2023 03:54:22,26.40,62.158,18.60,,
1533,06/10/2023 04:04:22,26.40,62.134,18.59,,
1534,06/10/2023 04:14:22,26.40,62.085,18.58,,
1535,06/10/2023 04:24:22,26.40,62.061,18.57,,
1536,06/10/2023 04:34:22,26.40,61.987,18.55,,
1537,06/10/2023 04:44:22,26.40,61.963,18.55,,
1538,06/10/2023 04:54:22,26.40,61.914,18.53,,
1539,06/10/2023 05:04:22,26.40,61.890,18.53,,
1540,06/10/2023 05:14:22,26.40,61.865,18.52,,
1541,06/10/2023 05:24:22,26.40,61.792,18.50,,
1542,06/10/2023 05:34:22,26.40,61.792,18.50,,
1543,06/10/2023 05:44:22,26.40,61.743,18.49,,
1544,06/10/2023 05:54:22,26.40,61.719,18.48,,
1545,06/10/2023 06:04:22,26.43,61.646,18.49,,
1546,06/10/2023 06:14:22,26.55,61.328,18.52,,
1547,06/10/2023 06:24:22,26.70,60.938,18.56,,
1548,06/10/2023 06:34:22,26.84,60.596,18.60,,
1549,06/10/2023 06:44:22,26.94,60.327,18.63,,
1550,06/10/2023 06:54:22,26.96,65.234,19.90,,
1551,06/10/2023 07:04:22,27.01,66.699,20.31,,
1552,06/10/2023 07:14:22,27.09,67.261,20.52,,
1553,06/10/2023 07:24:22,27.16,67.603,20.67,,
1554,06/10/2023 07:34:22,27.26,67.969,20.85,,
1555,06/10/2023 07:44:22,27.31,66.968,20.66,,
1556,06/10/2023 07:54:22,25.43,67.432,18.98,,
1557,06/10/2023 08:04:22,25.89,75.098,21.17,,
1558,06/10/2023 08:14:22,26.35,74.170,21.41,,
1559,06/10/2023 08:24:22,26.57,73.242,21.41,,
1560,06/10/2023 08:34:22,26.72,72.729,21.44,,
1561,06/10/2023 08:44:22,26.84,72.461,21.50,,
1562,06/10/2023 08:54:22,26.96,72.290,21.57,,
1563,06/10/2023 09:04:22,27.06,72.168,21.64,,
1564,06/10/2023 09:14:22,27.16,72.070,21.72,,
1565,06/10/2023 09:24:22,27.23,71.973,21.76,,
1566,06/10/2023 09:34:22,26.89,59.253,18.29,,
1567,06/10/2023 09:44:22,25.43,73.535,20.38,,
1568,06/10/2023 09:54:22,25.91,77.271,21.65,,
1569,06/10/2023 10:04:22,26.40,75.513,21.75,,
1570,06/10/2023 10:14:22,26.60,74.219,21.66,,
1571,06/10/2023 10:24:22,26.77,73.291,21.62,,
1572,06/10/2023 10:34:22,26.89,72.583,21.57,,
1573,06/10/2023 10:44:22,27.01,71.924,21.54,,
1574,06/10/2023 10:54:22,27.11,71.411,21.52,,
1575,06/10/2023 11:04:22,27.23,70.947,21.53,,
1576,06/10/2023 11:14:22,26.28,51.733,15.58,,
1577,06/10/2023 11:24:22,25.50,75.122,20.79,,
1578,06/10/2023 11:34:22,25.96,75.220,21.26,,
1579,06/10/2023 11:44:22,26.38,73.291,21.24,,
1580,06/10/2023 11:54:22,26.57,72.144,21.17,,
1581,06/10/2023 12:04:22,26.74,71.289,21.13,,
1582,06/10/2023 12:14:22,26.87,70.581,21.10,,
1583,06/10/2023 12:24:22,26.99,69.971,21.07,,
1584,06/10/2023 12:34:22,27.11,69.482,21.07,,
1585,06/10/2023 12:44:22,27.21,69.043,21.06,,
1586,06/10/2023 12:54:22,26.55,53.711,16.42,,
1587,06/10/2023 13:04:22,25.40,72.876,20.20,,
1588,06/10/2023 13:14:22,25.91,73.291,20.79,,
1589,06/10/2023 13:24:22,26.35,71.558,20.82,,
1590,06/10/2023 13:34:22,26.57,70.459,20.78,,
1591,06/10/2023 13:44:22,26.72,69.629,20.73,,
1592,06/10/2023 13:54:22,26.87,68.945,20.71,,
1593,06/10/2023 14:04:22,26.99,68.433,20.71,,
1594,06/10/2023 14:14:22,27.09,67.993,20.70,,
1595,06/10/2023 14:24:22,27.21,67.554,20.71,,
1596,06/10/2023 14:34:22,26.70,54.907,16.90,,
1597,06/10/2023 14:44:22,25.38,71.362,19.85,,
1598,06/10/2023 14:54:22,25.91,71.606,20.41,,
1599,06/10/2023 15:04:22,26.35,69.897,20.44,,
1600,06/10/2023 15:14:22,26.57,68.701,20.37,,
1601,06/10/2023 15:24:22,26.72,67.871,20.32,,
1602,06/10/2023 15:34:22,26.87,67.236,20.31,,
1603,06/10/2023 15:44:22,26.99,66.626,20.27,,
1604,06/10/2023 15:54:22,27.09,66.113,20.24,,
1605,06/10/2023 16:04:22,27.19,65.649,20.22,,
1606,06/10/2023 16:14:22,27.19,60.840,19.00,,
1607,06/10/2023 16:24:22,25.45,68.359,19.22,,
1608,06/10/2023 16:34:22,25.96,69.092,19.88,,
1609,06/10/2023 16:44:22,26.13,68.042,19.79,,
1610,06/10/2023 16:54:22,26.33,67.139,19.77,,
1611,06/10/2023 17:04:22,26.48,66.357,19.72,,
1612,06/10/2023 17:14:22,26.62,65.747,19.71,,
1613,06/10/2023 17:24:22,26.77,65.186,19.71,,
1614,06/10/2023 17:34:22,26.89,64.697,19.70,,
1615,06/10/2023 17:44:22,27.01,64.307,19.72,,
1616,06/10/2023 17:54:22,27.11,63.892,19.71,,
1617,06/10/2023 18:04:22,27.21,63.525,19.71,,
1618,06/10/2023 18:14:22,26.70,52.222,16.12,,
1619,06/10/2023 18:24:22,25.62,67.725,19.23,,
1620,06/10/2023 18:34:22,26.08,66.577,19.40,,
1621,06/10/2023 18:44:22,26.28,65.674,19.37,,
1622,06/10/2023 18:54:22,26.45,64.917,19.34,,
1623,06/10/2023 19:04:22,26.60,64.258,19.32,,
1624,06/10/2023 19:14:22,26.74,63.721,19.32,,
1625,06/10/2023 19:24:22,26.87,63.281,19.33,,
1626,06/10/2023 19:34:22,26.99,62.866,19.33,,
1627,06/10/2023 19:44:22,27.09,62.524,19.34,,
1628,06/10/2023 19:54:22,27.19,62.207,19.35,,
1629,06/10/2023 20:04:22,27.23,61.963,19.33,,
1630,06/10/2023 20:14:22,27.19,61.963,19.29,,
1631,06/10/2023 20:24:22,27.14,62.012,19.26,,
1632,06/10/2023 20:34:22,27.09,62.085,19.23,,
1633,06/10/2023 20:44:22,27.04,62.622,19.32,,
1634,06/10/2023 20:54:22,26.99,62.988,19.37,,
1635,06/10/2023 21:04:22,26.96,63.037,19.35,,
1636,06/10/2023 21:14:22,26.94,63.037,19.33,,
1637,06/10/2023 21:24:22,26.92,62.964,19.29,,
1638,06/10/2023 21:34:22,26.89,62.915,19.25,,
1639,06/10/2023 21:44:22,26.87,62.817,19.21,,
1640,06/10/2023 21:54:22,26.87,62.793,19.20,,
1641,06/10/2023 22:04:22,26.84,62.720,19.16,,
1642,06/10/2023 22:14:22,26.84,62.622,19.13,,
1643,06/10/2023 22:24:22,26.82,62.573,19.10,,
1644,06/10/2023 22:34:22,26.82,62.500,19.08,,
1645,06/10/2023 22:44:22,25.77,49.487,14.42,,
1646,06/10/2023 22:54:22,25.33,68.164,19.06,,
1647,06/10/2023 23:04:22,25.82,66.968,19.24,,
1648,06/10/2023 23:14:22,26.08,65.698,19.18,,
1649,06/10/2023 23:24:22,26.16,65.259,19.15,,
1650,06/10/2023 23:34:22,26.18,64.917,19.08,,
1651,06/10/2023 23:44:22,26.21,64.697,19.06,,
1652,06/10/2023 23:54:22,26.21,64.551,19.02,,
1653,06/11/2023 00:04:22,26.23,64.380,19.00,,
1654,06/11/2023 00:14:22,26.23,64.258,18.97,,
1655,06/11/2023 00:24:22,26.23,64.160,18.94,,
1656,06/11/2023 00:34:22,26.23,64.038,18.91,,
1657,06/11/2023 00:44:22,26.23,63.989,18.90,,
1658,06/11/2023 00:54:22,26.23,63.843,18.86,,
1659,06/11/2023 01:04:22,26.23,63.818,18.86,,
1660,06/11/2023 01:14:22,26.23,63.745,18.84,,
1661,06/11/2023 01:24:22,26.23,63.672,18.82,,
1662,06/11/2023 01:34:22,26.23,63.574,18.80,,
1663,06/11/2023 01:44:22,26.23,63.501,18.78,,
1664,06/11/2023 01:54:22,26.23,63.452,18.77,,
1665,06/11/2023 02:04:22,26.23,63.379,18.75,,
1666,06/11/2023 02:14:22,26.23,63.306,18.73,,
1667,06/11/2023 02:24:22,26.21,63.281,18.70,,
1668,06/11/2023 02:34:22,26.21,63.208,18.68,,
1669,06/11/2023 02:44:22,26.21,63.184,18.68,,
1670,06/11/2023 02:54:22,26.21,63.110,18.66,,
1671,06/11/2023 03:04:22,26.21,63.062,18.65,,
1672,06/11/2023 03:14:22,26.21,63.037,18.64,,
1673,06/11/2023 03:24:22,26.21,62.964,18.62,,
1674,06/11/2023 03:34:22,26.21,62.939,18.62,,
1675,06/11/2023 03:44:22,26.21,62.891,18.60,,
1676,06/11/2023 03:54:22,26.21,62.866,18.60,,
1677,06/11/2023 04:04:22,26.21,62.842,18.59,,
1678,06/11/2023 04:14:22,26.21,62.793,18.58,,
1679,06/11/2023 04:24:22,26.21,62.769,18.57,,
1680,06/11/2023 04:34:22,26.21,62.695,18.55,,
1681,06/11/2023 04:44:22,26.21,62.671,18.55,,
1682,06/11/2023 04:54:22,26.18,62.622,18.51,,
1683,06/11/2023 05:04:22,26.18,62.549,18.49,,
1684,06/11/2023 05:14:22,26.18,62.524,18.48,,
1685,06/11/2023 05:24:22,26.18,62.451,18.46,,
1686,06/11/2023 05:34:22,26.18,62.402,18.45,,
1687,06/11/2023 05:44:22,26.18,62.378,18.44,,
1688,06/11/2023 05:54:22,26.18,62.354,18.44,,
1689,06/11/2023 06:04:22,26.21,62.305,18.45,,
1690,06/11/2023 06:14:22,26.35,61.938,18.49,,
1691,06/11/2023 06:24:22,26.48,62.183,18.68,,
1692,06/11/2023 06:34:22,26.60,62.036,18.75,,
1693,06/11/2023 06:44:22,26.72,61.816,18.81,,
1694,06/11/2023 06:54:22,26.82,61.865,18.92,,
1695,06/11/2023 07:04:22,26.92,62.061,19.06,,
1696,06/11/2023 07:14:22,27.01,61.914,19.11,,
1697,06/11/2023 07:24:22,27.11,61.694,19.14,,
1698,06/11/2023 07:34:22,27.19,61.841,19.26,,
1699,06/11/2023 07:44:22,27.21,59.497,18.66,,
1700,06/11/2023 07:54:22,25.57,66.479,18.89,,
1701,06/11/2023 08:04:22,26.04,66.699,19.39,,
1702,06/11/2023 08:14:22,26.21,65.845,19.34,,
1703,06/11/2023 08:24:22,26.38,65.210,19.35,,
1704,06/11/2023 08:34:22,26.52,64.624,19.33,,
1705,06/11/2023 08:44:22,26.67,64.038,19.33,,
1706,06/11/2023 08:54:22,26.79,63.574,19.33,,
1707,06/11/2023 09:04:22,26.89,63.110,19.30,,
1708,06/11/2023 09:14:22,27.01,62.793,19.33,,
1709,06/11/2023 09:24:22,27.11,62.451,19.34,,
1710,06/11/2023 09:34:22,27.19,62.231,19.36,,
1711,06/11/2023 09:44:22,27.01,54.712,17.14,,
1712,06/11/2023 09:54:22,25.28,66.992,18.73,,
1713,06/11/2023 10:04:22,25.84,68.237,19.56,,
1714,06/11/2023 10:14:22,26.33,66.626,19.64,,
1715,06/11/2023 10:24:22,26.55,65.747,19.64,,
1716,06/11/2023 10:34:22,26.70,65.063,19.61,,
1717,06/11/2023 10:44:22,26.82,64.526,19.59,,
1718,06/11/2023 10:54:22,26.94,64.087,19.60,,
1719,06/11/2023 11:04:22,27.04,63.672,19.59,,
1720,06/11/2023 11:14:22,27.14,63.354,19.60,,
1721,06/11/2023 11:24:22,27.23,63.062,19.61,,
1722,06/11/2023 11:34:22,25.89,59.473,17.41,,
1723,06/11/2023 11:44:22,25.96,68.262,19.68,,
1724,06/11/2023 11:54:22,26.16,67.407,19.67,,
1725,06/11/2023 12:04:22,26.33,66.724,19.67,,
1726,06/11/2023 12:14:22,26.48,66.089,19.66,,
1727,06/11/2023 12:24:22,26.62,65.527,19.65,,
1728,06/11/2023 12:34:22,26.77,64.990,19.66,,
1729,06/11/2023 12:44:22,26.89,64.551,19.67,,
1730,06/11/2023 12:54:22,27.01,64.136,19.68,,
1731,06/11/2023 13:04:22,27.11,63.770,19.68,,
1732,06/11/2023 13:14:22,27.21,63.550,19.72,,
1733,06/11/2023 13:24:22,26.28,49.414,14.87,,
1734,06/11/2023 13:34:22,25.77,69.067,19.69,,
1735,06/11/2023 13:44:22,26.11,67.944,19.75,,
1736,06/11/2023 13:54:22,26.30,67.163,19.75,,
1737,06/11/2023 14:04:22,26.48,66.431,19.74,,
1738,06/11/2023 14:14:22,26.62,65.820,19.72,,
1739,06/11/2023 14:24:22,26.77,65.283,19.73,,
1740,06/11/2023 14:34:22,26.89,64.844,19.74,,
1741,06/11/2023 14:44:22,27.01,64.478,19.76,,
1742,06/11/2023 14:54:22,27.11,64.111,19.76,,
1743,06/11/2023 15:04:22,27.21,63.818,19.78,,
1744,06/11/2023 15:14:22,26.06,54.590,16.22,,
1745,06/11/2023 15:24:22,25.89,68.750,19.73,,
1746,06/11/2023 15:34:22,26.13,67.700,19.71,,
1747,06/11/2023 15:44:22,26.30,66.968,19.70,,
1748,06/11/2023 15:54:22,26.48,66.284,19.70,,
1749,06/11/2023 16:04:22,26.65,65.723,19.73,,
1750,06/11/2023 16:14:22,26.77,65.137,19.70,,
1751,06/11/2023 16:24:22,26.92,64.673,19.72,,
1752,06/11/2023 16:34:22,27.01,64.233,19.70,,
1753,06/11/2023 16:44:22,27.14,63.940,19.75,,
1754,06/11/2023 16:54:22,27.23,63.574,19.74,,
1755,06/11/2023 17:04:22,25.89,60.083,17.57,,
1756,06/11/2023 17:14:22,25.99,68.164,19.69,,
1757,06/11/2023 17:24:22,26.18,67.236,19.65,,
1758,06/11/2023 17:34:22,26.38,66.504,19.66,,
1759,06/11/2023 17:44:22,26.52,65.869,19.64,,
1760,06/11/2023 17:54:22,26.70,65.259,19.66,,
1761,06/11/2023 18:04:22,26.82,64.722,19.64,,
1762,06/11/2023 18:14:22,26.94,64.282,19.65,,
1763,06/11/2023 18:24:22,27.06,63.892,19.66,,
1764,06/11/2023 18:34:22,27.16,63.550,19.67,,
1765,06/11/2023 18:44:22,27.28,63.257,19.71,,
1766,06/11/2023 18:54:22,25.67,66.479,18.98,,
1767,06/11/2023 19:04:22,26.04,68.262,19.76,,
1768,06/11/2023 19:14:22,26.23,67.456,19.75,,
1769,06/11/2023 19:24:22,26.40,66.724,19.74,,
1770,06/11/2023 19:34:22,26.57,66.113,19.75,,
1771,06/11/2023 19:44:22,26.70,65.576,19.74,,
1772,06/11/2023 19:54:22,26.84,65.063,19.75,,
1773,06/11/2023 20:04:22,26.92,64.697,19.73,,
1774,06/11/2023 20:14:22,26.89,64.600,19.68,,
1775,06/11/2023 20:24:22,26.87,64.673,19.68,,
1776,06/11/2023 20:34:22,26.82,64.697,19.64,,
1777,06/11/2023 20:44:22,26.79,64.722,19.61,,
1778,06/11/2023 20:54:22,26.77,64.722,19.59,,
1779,06/11/2023 21:04:22,26.74,64.697,19.56,,
1780,06/11/2023 21:14:22,26.74,64.648,19.55,,
1781,06/11/2023 21:24:22,26.72,64.600,19.52,,
1782,06/11/2023 21:34:22,26.72,64.575,19.51,,
1783,06/11/2023 21:44:22,26.70,64.502,19.47,,
1784,06/11/2023 21:54:22,26.70,64.429,19.46,,
1785,06/11/2023 22:04:22,26.70,64.380,19.44,,
1786,06/11/2023 22:14:22,26.70,64.331,19.43,,
1787,06/11/2023 22:24:22,26.67,64.258,19.38,,
1788,06/11/2023 22:34:22,26.67,64.185,19.37,,
1789,06/11/2023 22:44:22,26.65,64.160,19.34,,
1790,06/11/2023 22:54:22,26.65,64.087,19.32,,
1791,06/11/2023 23:04:22,26.65,64.038,19.31,,
1792,06/11/2023 23:14:22,26.62,63.989,19.27,,
1793,06/11/2023 23:24:22,26.62,63.916,19.25,,
1794,06/11/2023 23:34:22,26.62,63.843,19.23,,
1795,06/11/2023 23:44:22,26.62,63.770,19.21,,
1796,06/11/2023 23:54:22,26.62,63.696,19.20,,
1797,06/12/2023 00:04:22,26.60,63.599,19.15,,
1798,06/12/2023 00:14:22,26.62,63.525,19.15,,
1799,06/12/2023 00:24:22,26.60,63.452,19.12,,
1800,06/12/2023 00:34:22,26.60,63.403,19.10,,
1801,06/12/2023 00:44:22,26.60,63.330,19.08,,
1802,06/12/2023 00:54:22,26.57,63.257,19.04,,
1803,06/12/2023 01:04:22,26.57,63.184,19.02,,
1804,06/12/2023 01:14:22,26.57,63.110,19.00,,
1805,06/12/2023 01:24:22,26.55,63.062,18.97,,
1806,06/12/2023 01:34:22,26.55,62.964,18.94,,
1807,06/12/2023 01:44:22,26.55,62.891,18.93,,
1808,06/12/2023 01:54:22,26.55,62.842,18.91,,
1809,06/12/2023 02:04:22,26.55,62.769,18.89,,
1810,06/12/2023 02:14:22,26.52,62.744,18.86,,
1811,06/12/2023 02:24:22,26.52,62.671,18.84,,
1812,06/12/2023 02:34:22,26.50,62.598,18.80,,
1813,06/12/2023 02:44:22,26.52,62.573,18.82,,
1814,06/12/2023 02:54:22,26.50,62.500,18.78,,
1815,06/12/2023 03:04:22,26.50,62.451,18.77,,
1816,06/12/2023 03:14:22,26.50,62.402,18.75,,
1817,06/12/2023 03:24:22,26.50,62.402,18.75,,
1818,06/12/2023 03:34:22,26.48,62.329,18.72,,
1819,06/12/2023 03:44:22,26.48,62.305,18.71,,
1820,06/12/2023 03:54:22,26.48,62.256,18.70,,
1821,06/12/2023 04:04:22,26.48,62.231,18.69,,
1822,06/12/2023 04:14:22,26.48,62.183,18.68,,
1823,06/12/2023 04:24:22,26.48,62.134,18.67,,
1824,06/12/2023 04:34:22,26.48,62.109,18.66,,
1825,06/12/2023 04:44:22,26.45,62.085,18.62,,
1826,06/12/2023 04:54:22,26.45,62.012,18.61,,
1827,06/12/2023 05:04:22,26.45,62.012,18.61,,
1828,06/12/2023 05:14:22,26.45,61.963,18.59,,
1829,06/12/2023 05:24:22,26.45,61.914,18.58,,
1830,06/12/2023 05:34:22,26.45,61.865,18.57,,
1831,06/12/2023 05:44:22,26.45,61.841,18.56,,
1832,06/12/2023 05:54:22,26.45,61.768,18.54,,
1833,06/12/2023 06:04:22,26.48,61.694,18.55,,
1834,06/12/2023 06:14:22,26.55,56.201,17.13,,
1835,06/12/2023 06:24:22,26.48,54.761,16.66,,
1836,06/12/2023 06:34:22,26.48,56.250,17.08,,
1837,06/12/2023 06:44:22,26.52,59.497,18.01,,
1838,06/12/2023 06:54:22,26.57,62.793,18.92,,
1839,06/12/2023 07:04:22,26.65,65.210,19.60,,
1840,06/12/2023 07:14:22,26.72,66.699,20.03,,
1841,06/12/2023 07:24:22,26.74,62.183,18.92,,
1842,06/12/2023 07:34:22,26.89,60.938,18.74,,
1843,06/12/2023 07:44:22,26.84,61.401,18.81,,
1844,06/12/2023 07:54:22,26.79,59.180,18.18,,
1845,06/12/2023 08:04:22,26.82,62.036,18.96,,
1846,06/12/2023 08:14:22,26.87,64.868,19.73,,
1847,06/12/2023 08:24:22,26.92,62.964,19.29,,
1848,06/12/2023 08:34:22,26.92,62.769,19.24,,
1849,06/12/2023 08:44:22,26.96,64.893,19.82,,
1850,06/12/2023 08:54:22,27.04,65.698,20.09,,
1851,06/12/2023 09:04:22,27.14,66.260,20.33,,
1852,06/12/2023 09:14:22,27.23,66.748,20.53,,
1853,06/12/2023 09:24:22,27.31,67.139,20.70,,
1854,06/12/2023 09:34:22,25.77,68.042,19.45,,
1855,06/12/2023 09:44:22,26.11,73.730,21.08,,
1856,06/12/2023 09:54:22,26.28,73.242,21.13,,
1857,06/12/2023 10:04:22,26.43,72.827,21.18,,
1858,06/12/2023 10:14:22,26.60,72.583,21.29,,
1859,06/12/2023 10:24:22,26.74,72.339,21.37,,
1860,06/12/2023 10:34:22,26.87,72.241,21.48,,
1861,06/12/2023 10:44:22,26.96,72.144,21.54,,
1862,06/12/2023 10:54:22,27.06,72.119,21.63,,
1863,06/12/2023 11:04:22,27.16,72.046,21.71,,
1864,06/12/2023 11:14:22,27.26,71.924,21.78,,
1865,06/12/2023 11:24:22,26.04,61.597,18.11,,
1866,06/12/2023 11:34:22,26.04,76.660,21.65,,
1867,06/12/2023 11:44:22,26.21,75.781,21.62,,
1868,06/12/2023 11:54:22,26.38,74.756,21.56,,
1869,06/12/2023 12:04:22,26.55,73.853,21.53,,
1870,06/12/2023 12:14:22,26.70,73.071,21.50,,
1871,06/12/2023 12:24:22,26.84,72.412,21.49,,
1872,06/12/2023 12:34:22,26.96,71.875,21.48,,
1873,06/12/2023 12:44:22,27.09,71.387,21.49,,
1874,06/12/2023 12:54:22,27.19,70.923,21.48,,
1875,06/12/2023 13:04:22,26.65,56.372,17.27,,
1876,06/12/2023 13:14:22,25.84,74.756,21.04,,
1877,06/12/2023 13:24:22,26.16,74.194,21.23,,
1878,06/12/2023 13:34:22,26.33,73.145,21.16,,
1879,06/12/2023 13:44:22,26.50,72.266,21.13,,
1880,06/12/2023 13:54:22,26.67,71.509,21.12,,
1881,06/12/2023 14:04:22,26.82,70.874,21.12,,
1882,06/12/2023 14:14:22,26.94,70.288,21.10,,
1883,06/12/2023 14:24:22,27.06,69.800,21.10,,
1884,06/12/2023 14:34:22,27.19,69.360,21.12,,
1885,06/12/2023 14:44:22,26.77,57.104,17.59,,
1886,06/12/2023 14:54:22,25.79,73.193,20.65,,
1887,06/12/2023 15:04:22,26.16,72.510,20.85,,
1888,06/12/2023 15:14:22,26.35,71.558,20.82,,
1889,06/12/2023 15:24:22,26.52,70.728,20.79,,
1890,06/12/2023 15:34:22,26.70,69.995,20.80,,
1891,06/12/2023 15:44:22,26.82,69.385,20.77,,
1892,06/12/2023 15:54:22,26.96,68.848,20.78,,
1893,06/12/2023 16:04:22,27.09,68.408,20.80,,
1894,06/12/2023 16:14:22,27.19,67.944,20.78,,
1895,06/12/2023 16:24:22,26.48,53.149,16.19,,
1896,06/12/2023 16:34:22,25.82,73.267,20.70,,
1897,06/12/2023 16:44:22,26.18,72.241,20.81,,
1898,06/12/2023 16:54:22,26.35,71.436,20.79,,
1899,06/12/2023 17:04:22,26.52,70.703,20.79,,
1900,06/12/2023 17:14:22,26.70,70.093,20.82,,
1901,06/12/2023 17:24:22,26.82,69.531,20.80,,
1902,06/12/2023 17:34:22,26.94,68.970,20.79,,
1903,06/12/2023 17:44:22,27.06,68.506,20.79,,
1904,06/12/2023 17:54:22,27.19,68.018,20.80,,
1905,06/12/2023 18:04:22,26.62,54.346,16.67,,
1906,06/12/2023 18:14:22,25.77,72.925,20.57,,
1907,06/12/2023 18:24:22,26.18,71.826,20.72,,
1908,06/12/2023 18:34:22,26.35,70.898,20.67,,
1909,06/12/2023 18:44:22,26.52,70.068,20.64,,
1910,06/12/2023 18:54:22,26.70,69.360,20.65,,
1911,06/12/2023 19:04:22,26.82,68.701,20.61,,
1912,06/12/2023 19:14:22,26.96,68.140,20.61,,
1913,06/12/2023 19:24:22,27.09,67.651,20.62,,
1914,06/12/2023 19:34:22,27.19,67.212,20.61,,
1915,06/12/2023 19:44:22,26.45,52.173,15.87,,
1916,06/12/2023 19:54:22,25.79,72.168,20.42,,
1917,06/12/2023 20:04:22,26.18,70.923,20.51,,
1918,06/12/2023 20:14:22,26.21,70.361,20.41,,
1919,06/12/2023 20:24:22,26.23,69.995,20.35,,
1920,06/12/2023 20:34:22,26.26,69.678,20.30,,
1921,06/12/2023 20:44:22,26.28,69.458,20.27,,
1922,06/12/2023 20:54:22,26.28,69.238,20.22,,
1923,06/12/2023 21:04:22,26.28,69.019,20.17,,
1924,06/12/2023 21:14:22,26.30,68.799,20.13,,
1925,06/12/2023 21:24:22,26.30,68.628,20.09,,
1926,06/12/2023 21:34:22,26.30,68.457,20.05,,
