#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C)
2868,08/08/2023 04:04:47,26.82,57.129,17.64
2869,08/08/2023 04:14:47,26.82,57.178,17.66
2870,08/08/2023 04:24:47,26.79,56.982,17.58
2871,08/08/2023 04:34:47,26.82,56.714,17.53
2872,08/08/2023 04:44:47,26.82,56.445,17.45
2873,08/08/2023 04:54:47,26.82,56.152,17.37
2874,08/08/2023 05:04:47,26.82,55.884,17.30
2875,08/08/2023 05:14:47,26.82,55.615,17.22
2876,08/08/2023 05:24:47,26.82,55.396,17.16
2877,08/08/2023 05:34:47,26.82,55.151,17.09
2878,08/08/2023 05:44:47,26.82,54.932,17.02
2879,08/08/2023 05:54:47,26.79,56.470,17.43
2880,08/08/2023 06:04:47,26.84,56.714,17.55
2881,08/08/2023 06:14:47,26.99,54.272,16.99
2882,08/08/2023 06:24:47,27.21,54.712,17.32
2883,08/08/2023 06:34:47,27.33,54.419,17.35
2884,08/08/2023 06:44:47,27.48,54.395,17.48
2885,08/08/2023 06:54:47,27.51,52.930,17.08
2886,08/08/2023 07:04:47,27.53,52.905,17.09
2887,08/08/2023 07:14:47,27.58,54.541,17.62
2888,08/08/2023 07:24:47,27.65,56.543,18.25
2889,08/08/2023 07:34:47,26.33,57.764,17.36
2890,08/08/2023 07:44:47,26.45,61.890,18.57
2891,08/08/2023 07:54:47,26.65,62.354,18.88
2892,08/08/2023 08:04:47,26.82,62.598,19.11
2893,08/08/2023 08:14:47,27.01,62.842,19.35
2894,08/08/2023 08:24:47,27.19,63.037,19.57
2895,08/08/2023 08:34:47,27.36,63.281,19.79
2896,08/08/2023 08:44:47,27.51,63.550,20.00
2897,08/08/2023 08:54:47,27.51,61.279,19.41
2898,08/08/2023 09:04:47,26.35,67.773,19.94
2899,08/08/2023 09:14:47,26.52,68.408,20.25
2900,08/08/2023 09:24:47,26.74,68.335,20.45
2901,08/08/2023 09:34:47,26.94,68.188,20.60
2902,08/08/2023 09:44:47,27.14,68.066,20.76
2903,08/08/2023 09:54:47,27.33,68.018,20.93
2904,08/08/2023 10:04:47,27.51,68.042,21.11
2905,08/08/2023 10:14:47,27.33,62.354,19.52
2906,08/08/2023 10:24:47,26.40,71.899,20.95
2907,08/08/2023 10:34:47,26.60,72.412,21.25
2908,08/08/2023 10:44:47,26.82,72.144,21.41
2909,08/08/2023 10:54:47,27.01,71.753,21.50
2910,08/08/2023 11:04:47,27.21,69.580,21.19
2911,08/08/2023 11:14:47,27.41,69.580,21.38
2912,08/08/2023 11:24:47,27.58,69.531,21.53
2913,08/08/2023 11:34:47,26.43,68.457,20.18
2914,08/08/2023 11:44:47,26.52,73.560,21.43
2915,08/08/2023 11:54:47,26.74,73.120,21.55
2916,08/08/2023 12:04:47,26.96,72.339,21.58
2917,08/08/2023 12:14:47,27.19,71.313,21.57
2918,08/08/2023 12:24:47,27.43,70.190,21.54
2919,08/08/2023 12:34:47,26.60,57.178,17.45
2920,08/08/2023 12:44:47,26.45,71.997,21.02
2921,08/08/2023 12:54:47,26.70,71.045,21.04
2922,08/08/2023 13:04:47,26.94,69.702,20.96
2923,08/08/2023 13:14:47,27.19,68.384,20.89
2924,08/08/2023 13:24:47,27.41,67.114,20.79
2925,08/08/2023 13:34:47,26.40,61.377,18.39
2926,08/08/2023 13:44:47,26.50,68.823,20.33
2927,08/08/2023 13:54:47,26.74,67.700,20.29
2928,08/08/2023 14:04:47,26.99,66.455,20.23
2929,08/08/2023 14:14:47,27.23,65.234,20.16
2930,08/08/2023 14:24:47,27.48,64.063,20.10
2931,08/08/2023 14:34:47,26.38,64.355,19.13
2932,08/08/2023 14:44:47,26.60,65.771,19.69
2933,08/08/2023 14:54:47,26.82,64.624,19.62
2934,08/08/2023 15:04:47,27.09,63.501,19.59
2935,08/08/2023 15:14:47,27.31,62.378,19.51
2936,08/08/2023 15:24:47,27.36,59.302,18.75
2937,08/08/2023 15:34:47,26.43,63.867,19.06
2938,08/08/2023 15:44:47,26.67,63.086,19.09
2939,08/08/2023 15:54:47,26.92,62.036,19.05
2940,08/08/2023 16:04:47,27.16,60.962,19.00
2941,08/08/2023 16:14:47,27.41,59.961,18.97
2942,08/08/2023 16:24:47,26.45,55.176,16.75
2943,08/08/2023 16:34:47,26.57,61.621,18.62
2944,08/08/2023 16:44:47,26.82,60.669,18.60
2945,08/08/2023 16:54:47,27.06,59.692,18.57
2946,08/08/2023 17:04:47,27.31,58.691,18.53
2947,08/08/2023 17:14:47,27.36,56.104,17.86
2948,08/08/2023 17:24:47,26.45,60.181,18.13
2949,08/08/2023 17:34:47,26.70,59.473,18.17
2950,08/08/2023 17:44:47,26.94,58.545,18.15
2951,08/08/2023 17:54:47,27.21,57.544,18.12
2952,08/08/2023 18:04:47,27.46,56.689,18.12
2953,08/08/2023 18:14:47,26.30,58.228,17.46
2954,08/08/2023 18:24:47,26.55,58.496,17.77
2955,08/08/2023 18:34:47,26.82,57.617,17.78
2956,08/08/2023 18:44:47,27.06,56.714,17.75
2957,08/08/2023 18:54:47,27.33,55.859,17.76
2958,08/08/2023 19:04:47,27.21,52.271,16.60
2959,08/08/2023 19:14:47,26.33,61.011,18.23
2960,08/08/2023 19:24:47,26.55,61.523,18.57
2961,08/08/2023 19:34:47,26.79,61.670,18.84
2962,08/08/2023 19:44:47,27.04,61.646,19.07
2963,08/08/2023 19:54:47,27.26,61.719,19.29
2964,08/08/2023 20:04:47,27.41,61.890,19.48
2965,08/08/2023 20:14:47,27.38,62.524,19.61
2966,08/08/2023 20:24:47,27.36,63.159,19.76
2967,08/08/2023 20:34:47,27.31,63.867,19.89
2968,08/08/2023 20:44:47,27.28,64.575,20.04
2969,08/08/2023 20:54:47,27.23,65.186,20.15
2970,08/08/2023 21:04:47,27.21,65.771,20.27
2971,08/08/2023 21:14:47,27.19,66.235,20.37
2972,08/08/2023 21:24:47,27.19,66.479,20.43
2973,08/08/2023 21:34:47,27.16,66.602,20.43
2974,08/08/2023 21:44:47,27.16,66.748,20.46
2975,08/08/2023 21:54:47,27.14,66.577,20.40
2976,08/08/2023 22:04:47,27.14,66.382,20.36
2977,08/08/2023 22:14:47,27.14,66.016,20.27
2978,08/08/2023 22:24:47,27.14,65.625,20.17
2979,08/08/2023 22:34:47,27.14,65.234,20.07
2980,08/08/2023 22:44:47,27.14,64.795,19.96
2981,08/08/2023 22:54:47,27.14,64.355,19.85
2982,08/08/2023 23:04:47,27.14,63.916,19.74
2983,08/08/2023 23:14:47,27.11,63.550,19.62
2984,08/08/2023 23:24:47,27.11,63.086,19.50
2985,08/08/2023 23:34:47,27.11,62.744,19.42
2986,08/08/2023 23:44:47,26.50,61.523,18.53
2987,08/08/2023 23:54:47,26.48,63.696,19.06
2988,08/09/2023 00:04:47,26.50,63.354,19.00
2989,08/09/2023 00:14:47,26.52,62.915,18.90
2990,08/09/2023 00:24:47,26.55,62.500,18.83
2991,08/09/2023 00:34:47,26.57,62.085,18.74
2992,08/09/2023 00:44:47,26.57,61.719,18.64
2993,08/09/2023 00:54:47,26.60,61.377,18.58
2994,08/09/2023 01:04:47,26.60,61.084,18.51
2995,08/09/2023 01:14:47,26.60,60.742,18.42
2996,08/09/2023 01:24:47,26.60,60.474,18.34
2997,08/09/2023 01:34:47,26.62,60.205,18.29
2998,08/09/2023 01:44:47,26.62,59.961,18.23
2999,08/09/2023 01:54:47,26.62,59.692,18.16
3000,08/09/2023 02:04:47,26.62,59.448,18.09
3001,08/09/2023 02:14:47,26.62,59.155,18.01
3002,08/09/2023 02:24:47,26.62,58.960,17.96
3003,08/09/2023 02:34:47,26.62,58.691,17.89
3004,08/09/2023 02:44:47,26.65,58.472,17.86
3005,08/09/2023 02:54:47,26.65,58.228,17.79
3006,08/09/2023 03:04:47,26.65,58.057,17.74
3007,08/09/2023 03:14:47,26.65,57.813,17.68
3008,08/09/2023 03:24:47,26.65,57.617,17.62
3009,08/09/2023 03:34:47,26.65,57.373,17.55
3010,08/09/2023 03:44:47,26.65,57.178,17.50
3011,08/09/2023 03:54:47,26.65,56.982,17.45
3012,08/09/2023 04:04:47,26.65,56.812,17.40
3013,08/09/2023 04:14:47,26.65,56.616,17.34
3014,08/09/2023 04:24:47,26.65,56.445,17.30
3015,08/09/2023 04:34:47,26.65,56.226,17.23
3016,08/09/2023 04:44:47,26.65,56.055,17.19
3017,08/09/2023 04:54:47,26.65,55.884,17.14
3018,08/09/2023 05:04:47,26.65,55.688,17.08
3019,08/09/2023 05:14:47,26.65,55.518,17.03
3020,08/09/2023 05:24:47,26.65,55.347,16.98
3021,08/09/2023 05:34:47,26.65,55.176,16.94
3022,08/09/2023 05:44:47,26.65,54.980,16.88
3023,08/09/2023 05:54:47,26.65,54.858,16.84
3024,08/09/2023 06:04:47,26.72,54.590,16.83
3025,08/09/2023 06:14:47,26.87,56.665,17.56
3026,08/09/2023 06:24:47,27.09,57.739,18.07
3027,08/09/2023 06:34:47,27.26,57.080,18.04
3028,08/09/2023 06:44:47,27.46,57.520,18.35
3029,08/09/2023 06:54:47,27.38,55.103,17.59
3030,08/09/2023 07:04:47,26.50,61.230,18.45
3031,08/09/2023 07:14:47,26.70,61.670,18.75
3032,08/09/2023 07:24:47,26.92,61.768,18.99
3033,08/09/2023 07:34:47,27.14,61.816,19.20
3034,08/09/2023 07:44:47,27.36,61.865,19.42
3035,08/09/2023 07:54:47,27.55,61.987,19.64
3036,08/09/2023 08:04:47,26.33,62.964,18.74
3037,08/09/2023 08:14:47,26.50,65.942,19.64
3038,08/09/2023 08:24:47,26.74,65.771,19.83
3039,08/09/2023 08:34:47,26.99,65.332,19.96
3040,08/09/2023 08:44:47,27.21,64.795,20.03
3041,08/09/2023 08:54:47,27.43,64.087,20.06
3042,08/09/2023 09:04:47,26.45,53.833,16.36
3043,08/09/2023 09:14:47,26.45,66.333,19.69
3044,08/09/2023 09:24:47,26.70,65.454,19.71
3045,08/09/2023 09:34:47,26.94,64.331,19.66
3046,08/09/2023 09:44:47,27.19,63.184,19.60
3047,08/09/2023 09:54:47,27.43,62.109,19.55
3048,08/09/2023 10:04:47,26.28,61.450,18.30
3049,08/09/2023 10:14:47,26.48,64.160,19.18
3050,08/09/2023 10:24:47,26.72,63.159,19.15
3051,08/09/2023 10:34:47,26.99,62.036,19.12
3052,08/09/2023 10:44:47,27.23,60.962,19.07
3053,08/09/2023 10:54:47,27.46,59.985,19.02
3054,08/09/2023 11:04:47,26.30,61.304,18.28
3055,08/09/2023 11:14:47,26.52,61.987,18.66
3056,08/09/2023 11:24:47,26.79,61.084,18.68
3057,08/09/2023 11:34:47,27.04,60.059,18.65
3058,08/09/2023 11:44:47,27.28,59.082,18.61
3059,08/09/2023 11:54:47,27.53,58.179,18.60
3060,08/09/2023 12:04:47,26.40,60.571,18.18
3061,08/09/2023 12:14:47,26.65,60.083,18.29
3062,08/09/2023 12:24:47,26.89,59.106,18.25
3063,08/09/2023 12:34:47,27.14,58.154,18.23
3064,08/09/2023 12:44:47,27.41,57.275,18.24
3065,08/09/2023 12:54:47,26.33,54.224,16.36
3066,08/09/2023 13:04:47,26.48,59.106,17.87
3067,08/09/2023 13:14:47,26.72,58.252,17.86
3068,08/09/2023 13:24:47,26.99,57.324,17.86
3069,08/09/2023 13:34:47,27.23,56.445,17.84
3070,08/09/2023 13:44:47,27.48,55.542,17.81
3071,08/09/2023 13:54:47,26.38,57.642,17.38
3072,08/09/2023 14:04:47,26.60,57.300,17.49
3073,08/09/2023 14:14:47,26.87,56.470,17.51
3074,08/09/2023 14:24:47,27.11,55.591,17.48
3075,08/09/2023 14:34:47,27.31,57.520,18.21
3076,08/09/2023 14:44:47,27.51,58.325,18.62
3077,08/09/2023 14:54:47,26.55,51.465,15.75
3078,08/09/2023 15:04:47,26.55,62.329,18.78
3079,08/09/2023 15:14:47,26.77,62.378,19.00
3080,08/09/2023 15:24:47,26.99,62.305,19.19
3081,08/09/2023 15:34:47,27.23,62.183,19.38
3082,08/09/2023 15:44:47,27.46,62.134,19.59
3083,08/09/2023 15:54:47,26.99,56.030,17.49
3084,08/09/2023 16:04:47,26.52,65.625,19.58
3085,08/09/2023 16:14:47,26.77,65.649,19.82
3086,08/09/2023 16:24:47,26.99,65.332,19.96
3087,08/09/2023 16:34:47,27.23,64.990,20.10
3088,08/09/2023 16:44:47,27.46,64.575,20.21
3089,08/09/2023 16:54:47,26.55,57.031,17.37
3090,08/09/2023 17:04:47,26.57,67.139,20.00
3091,08/09/2023 17:14:47,26.82,66.235,20.02
3092,08/09/2023 17:24:47,27.09,65.088,19.99
3093,08/09/2023 17:34:47,27.33,63.916,19.92
3094,08/09/2023 17:44:47,27.28,59.253,18.66
3095,08/09/2023 17:54:47,26.48,65.186,19.44
3096,08/09/2023 18:04:47,26.72,64.355,19.46
3097,08/09/2023 18:14:47,26.99,63.086,19.39
3098,08/09/2023 18:24:47,27.23,61.865,19.30
3099,08/09/2023 18:34:47,27.51,60.742,19.27
3100,08/09/2023 18:44:47,26.35,62.842,18.72
3101,08/09/2023 18:54:47,26.60,62.476,18.87
3102,08/09/2023 19:04:47,26.87,61.328,18.82
3103,08/09/2023 19:14:47,27.14,60.205,18.78
3104,08/09/2023 19:24:47,27.38,59.155,18.72
3105,08/09/2023 19:34:47,26.38,52.661,15.95
3106,08/09/2023 19:44:47,26.45,60.986,18.34
3107,08/09/2023 19:54:47,26.70,60.107,18.34
3108,08/09/2023 20:04:47,26.89,59.155,18.27
3109,08/09/2023 20:14:47,26.94,58.716,18.19
3110,08/09/2023 20:24:47,26.94,58.423,18.11
3111,08/09/2023 20:34:47,26.94,58.154,18.04
3112,08/09/2023 20:44:47,26.96,57.886,17.98
3113,08/09/2023 20:54:47,26.96,57.642,17.92
3114,08/09/2023 21:04:47,26.96,57.397,17.85
3115,08/09/2023 21:14:47,26.96,57.129,17.78
3116,08/09/2023 21:24:47,26.96,56.860,17.70
3117,08/09/2023 21:34:47,26.96,56.616,17.63
3118,08/09/2023 21:44:47,26.96,56.372,17.56
3119,08/09/2023 21:54:47,26.99,56.152,17.53
3120,08/09/2023 22:04:47,26.99,55.884,17.45
3121,08/09/2023 22:14:47,26.99,55.664,17.39
3122,08/09/2023 22:24:47,26.99,55.420,17.32
3123,08/09/2023 22:34:47,26.99,55.225,17.27
3124,08/09/2023 22:44:47,26.99,55.005,17.20
3125,08/09/2023 22:54:47,26.99,54.785,17.14
3126,08/09/2023 23:04:47,26.99,54.565,17.08
3127,08/09/2023 23:14:47,26.99,54.395,17.03
3128,08/09/2023 23:24:47,26.99,54.199,16.97
3129,08/09/2023 23:34:47,26.92,56.714,17.62
3130,08/09/2023 23:44:47,26.82,61.230,18.75
3131,08/09/2023 23:54:47,26.79,62.598,19.08
3132,08/10/2023 00:04:47,26.77,63.599,19.31
3133,08/10/2023 00:14:47,26.74,64.453,19.50
3134,08/10/2023 00:24:47,26.72,65.283,19.69
3135,08/10/2023 00:34:47,26.72,65.967,19.86
3136,08/10/2023 00:44:47,26.70,66.650,20.00
3137,08/10/2023 00:54:47,26.67,67.285,20.13
3138,08/10/2023 01:04:47,26.65,67.871,20.25
3139,08/10/2023 01:14:47,26.65,68.408,20.38
3140,08/10/2023 01:24:47,26.62,68.970,20.48
3141,08/10/2023 01:34:47,26.60,69.482,20.58
3142,08/10/2023 01:44:47,26.60,69.971,20.70
3143,08/10/2023 01:54:47,26.57,70.435,20.77
3144,08/10/2023 02:04:47,26.57,70.874,20.88
3145,08/10/2023 02:14:47,26.55,71.289,20.95
3146,08/10/2023 02:24:47,26.55,71.729,21.05
3147,08/10/2023 02:34:47,26.52,72.070,21.10
3148,08/10/2023 02:44:47,26.52,72.461,21.19
3149,08/10/2023 02:54:47,26.50,72.876,21.26
3150,08/10/2023 03:04:47,26.48,73.193,21.31
3151,08/10/2023 03:14:47,26.48,73.560,21.40
3152,08/10/2023 03:24:47,26.48,73.877,21.47
3153,08/10/2023 03:34:47,26.45,74.194,21.51
3154,08/10/2023 03:44:47,26.43,74.487,21.55
3155,08/10/2023 03:54:47,26.43,74.756,21.61
3156,08/10/2023 04:04:47,26.43,75.098,21.69
3157,08/10/2023 04:14:47,26.40,75.342,21.71
3158,08/10/2023 04:24:47,26.40,75.562,21.76
3159,08/10/2023 04:34:47,26.38,75.830,21.80
3160,08/10/2023 04:44:47,26.38,76.099,21.86
3161,08/10/2023 04:54:47,26.35,76.367,21.88
3162,08/10/2023 05:04:47,26.35,76.587,21.93
3163,08/10/2023 05:14:47,26.35,76.855,21.99
3164,08/10/2023 05:24:47,26.33,77.075,22.02
3165,08/10/2023 05:34:47,26.33,77.295,22.06
3166,08/10/2023 05:44:47,26.30,77.563,22.09
3167,08/10/2023 05:54:47,26.30,77.759,22.13
3168,08/10/2023 06:04:47,26.35,77.832,22.20
3169,08/10/2023 06:14:47,26.57,77.271,22.29
3170,08/10/2023 06:24:47,26.82,76.611,22.39
3171,08/10/2023 06:34:47,27.01,75.952,22.43
3172,08/10/2023 06:44:47,27.23,75.244,22.49
3173,08/10/2023 06:54:47,27.43,74.365,22.49
3174,08/10/2023 07:04:47,26.62,61.450,18.62
3175,08/10/2023 07:14:47,26.55,75.757,21.95
3176,08/10/2023 07:24:47,26.74,75.415,22.06
3177,08/10/2023 07:34:47,26.99,74.121,22.01
3178,08/10/2023 07:44:47,27.23,72.827,21.95
3179,08/10/2023 07:54:47,27.46,71.606,21.90
3180,08/10/2023 08:04:47,26.38,68.164,20.06
3181,08/10/2023 08:14:47,26.50,73.657,21.44
3182,08/10/2023 08:24:47,26.74,72.607,21.43
3183,08/10/2023 08:34:47,26.99,71.289,21.37
3184,08/10/2023 08:44:47,27.23,69.995,21.30
3185,08/10/2023 08:54:47,27.46,68.848,21.25
3186,08/10/2023 09:04:47,26.30,66.431,19.57
3187,08/10/2023 09:14:47,26.45,71.094,20.81
3188,08/10/2023 09:24:47,26.70,70.093,20.82
3189,08/10/2023 09:34:47,26.94,68.945,20.78
3190,08/10/2023 09:44:47,27.19,67.749,20.73
3191,08/10/2023 09:54:47,27.43,66.699,20.71
3192,08/10/2023 10:04:47,26.38,60.938,18.26
3193,08/10/2023 10:14:47,26.45,68.872,20.30
3194,08/10/2023 10:24:47,26.70,67.969,20.32
3195,08/10/2023 10:34:47,26.94,66.846,20.28
3196,08/10/2023 10:44:47,27.19,65.723,20.24
3197,08/10/2023 10:54:47,27.43,64.722,20.22
3198,08/10/2023 11:04:47,26.35,59.644,17.89
3199,08/10/2023 11:14:47,26.45,66.919,19.83
3200,08/10/2023 11:24:47,26.70,66.016,19.85
3201,08/10/2023 11:34:47,26.96,64.990,19.84
3202,08/10/2023 11:44:47,27.19,63.965,19.80
3203,08/10/2023 11:54:47,27.43,62.964,19.77
3204,08/10/2023 12:04:47,26.26,61.792,18.37
3205,08/10/2023 12:14:47,26.45,65.308,19.44
3206,08/10/2023 12:24:47,26.72,64.380,19.46
3207,08/10/2023 12:34:47,26.96,63.354,19.43
3208,08/10/2023 12:44:47,27.21,62.354,19.41
3209,08/10/2023 12:54:47,27.46,61.450,19.41
3210,08/10/2023 13:04:47,26.33,61.816,18.44
3211,08/10/2023 13:14:47,26.55,63.525,19.09
3212,08/10/2023 13:24:47,26.82,62.622,19.11
3213,08/10/2023 13:34:47,27.06,61.670,19.09
3214,08/10/2023 13:44:47,27.31,60.718,19.08
3215,08/10/2023 13:54:47,27.51,59.277,18.88
3216,08/10/2023 14:04:47,26.43,62.451,18.70
3217,08/10/2023 14:14:47,26.70,61.938,18.82
3218,08/10/2023 14:24:47,26.94,61.035,18.81
3219,08/10/2023 14:34:47,27.19,60.107,18.80
3220,08/10/2023 14:44:47,27.43,59.204,18.78
3221,08/10/2023 14:54:47,26.30,59.253,17.74
3222,08/10/2023 15:04:47,26.50,61.401,18.49
3223,08/10/2023 15:14:47,26.77,60.571,18.53
3224,08/10/2023 15:24:47,27.01,59.644,18.51
3225,08/10/2023 15:34:47,27.26,58.789,18.51
3226,08/10/2023 15:44:47,27.51,57.959,18.52
3227,08/10/2023 15:54:47,26.35,60.669,18.16
3228,08/10/2023 16:04:47,26.60,60.132,18.25
3229,08/10/2023 16:14:47,26.87,59.277,18.28
3230,08/10/2023 16:24:47,27.11,58.423,18.27
3231,08/10/2023 16:34:47,27.36,57.593,18.28
3232,08/10/2023 16:44:47,26.79,50.146,15.56
3233,08/10/2023 16:54:47,26.40,59.668,17.94
3234,08/10/2023 17:04:47,26.65,59.033,18.01
3235,08/10/2023 17:14:47,26.92,58.179,18.03
3236,08/10/2023 17:24:47,27.16,57.300,18.01
3237,08/10/2023 17:34:47,27.41,56.519,18.02
3238,08/10/2023 17:44:47,26.30,52.271,15.76
3239,08/10/2023 17:54:47,26.40,58.789,17.71
3240,08/10/2023 18:04:47,26.67,58.081,17.77
3241,08/10/2023 18:14:47,26.94,57.227,17.78
3242,08/10/2023 18:24:47,27.19,56.396,17.78
3243,08/10/2023 18:34:47,27.43,55.615,17.79
3244,08/10/2023 18:44:47,26.28,55.151,16.58
3245,08/10/2023 18:54:47,26.45,57.861,17.50
3246,08/10/2023 19:04:47,26.70,57.178,17.55
3247,08/10/2023 19:14:47,26.96,56.323,17.55
3248,08/10/2023 19:24:47,27.21,55.542,17.56
3249,08/10/2023 19:34:47,27.46,54.810,17.58
3250,08/10/2023 19:44:47,26.23,56.641,16.96
3251,08/10/2023 19:54:47,26.48,57.031,17.30
3252,08/10/2023 20:04:47,26.67,56.421,17.31
3253,08/10/2023 20:14:47,26.72,56.104,17.26
3254,08/10/2023 20:24:47,26.72,55.908,17.21
3255,08/10/2023 20:34:47,26.74,55.762,17.19
3256,08/10/2023 20:44:47,26.74,55.615,17.14
3257,08/10/2023 20:54:47,26.74,55.469,17.10
3258,08/10/2023 21:04:47,26.77,55.347,17.10
3259,08/10/2023 21:14:47,26.77,55.200,17.05
3260,08/10/2023 21:24:47,26.77,55.078,17.02
3261,08/10/2023 21:34:47,26.79,54.956,17.00
3262,08/10/2023 21:44:47,26.79,54.858,16.97
3263,08/10/2023 21:54:47,26.79,54.761,16.95
3264,08/10/2023 22:04:47,26.79,54.639,16.91
3265,08/10/2023 22:14:47,26.79,54.492,16.87
3266,08/10/2023 22:24:47,26.82,54.395,16.87
3267,08/10/2023 22:34:47,26.77,55.566,17.16
3268,08/10/2023 22:44:47,26.77,55.933,17.26
3269,08/10/2023 22:54:47,26.74,57.275,17.61
3270,08/10/2023 23:04:47,26.74,57.739,17.74
3271,08/10/2023 23:14:47,26.72,58.032,17.80
3272,08/10/2023 23:24:47,26.72,58.350,17.89
3273,08/10/2023 23:34:47,26.72,58.594,17.95
3274,08/10/2023 23:44:47,26.72,58.838,18.02
3275,08/10/2023 23:54:47,26.70,59.106,18.07
3276,08/11/2023 00:04:47,26.70,59.375,18.15
3277,08/11/2023 00:14:47,26.70,59.595,18.21
3278,08/11/2023 00:24:47,26.70,59.863,18.28
3279,08/11/2023 00:34:47,26.70,60.107,18.34
3280,08/11/2023 00:44:47,26.67,60.229,18.35
3281,08/11/2023 00:54:47,26.67,60.181,18.33
3282,08/11/2023 01:04:47,26.67,59.961,18.27
3283,08/11/2023 01:14:47,26.70,59.717,18.24
3284,08/11/2023 01:24:47,26.70,59.399,18.15
3285,08/11/2023 01:34:47,26.70,59.155,18.09
3286,08/11/2023 01:44:47,26.70,58.936,18.03
3287,08/11/2023 01:54:47,26.70,58.643,17.95
3288,08/11/2023 02:04:47,26.70,58.447,17.90
3289,08/11/2023 02:14:47,26.70,58.228,17.84
3290,08/11/2023 02:24:47,26.70,58.008,17.78
3291,08/11/2023 02:34:47,26.72,57.813,17.74
3292,08/11/2023 02:44:47,26.72,57.617,17.69
3293,08/11/2023 02:54:47,26.72,57.422,17.63
3294,08/11/2023 03:04:47,26.72,57.227,17.58
3295,08/11/2023 03:14:47,26.72,57.056,17.53
3296,08/11/2023 03:24:47,26.72,56.860,17.48
3297,08/11/2023 03:34:47,26.72,56.689,17.43
3298,08/11/2023 03:44:47,26.72,56.567,17.39
3299,08/11/2023 03:54:47,26.72,56.396,17.35
3300,08/11/2023 04:04:47,26.72,56.226,17.30
3301,08/11/2023 04:14:47,26.72,56.104,17.26
3302,08/11/2023 04:24:47,26.72,55.933,17.22
3303,08/11/2023 04:34:47,26.72,55.811,17.18
3304,08/11/2023 04:44:47,26.72,55.664,17.14
3305,08/11/2023 04:54:47,26.72,55.493,17.09
3306,08/11/2023 05:04:47,26.72,55.371,17.06
3307,08/11/2023 05:14:47,26.72,55.249,17.02
3308,08/11/2023 05:24:47,26.72,55.103,16.98
3309,08/11/2023 05:34:47,26.72,54.980,16.94
3310,08/11/2023 05:44:47,26.72,54.956,16.94
3311,08/11/2023 05:54:47,26.70,56.421,17.34
3312,08/11/2023 06:04:47,26.74,56.616,17.43
3313,08/11/2023 06:14:47,26.94,54.736,17.08
3314,08/11/2023 06:24:47,27.16,55.688,17.56
3315,08/11/2023 06:34:47,27.36,55.664,17.74
3316,08/11/2023 06:44:47,27.51,55.322,17.78
3317,08/11/2023 06:54:47,26.30,51.611,15.56
3318,08/11/2023 07:04:47,26.45,59.229,17.87
3319,08/11/2023 07:14:47,26.70,59.277,18.12
3320,08/11/2023 07:24:47,26.94,59.131,18.31
3321,08/11/2023 07:34:47,27.16,59.009,18.48
3322,08/11/2023 07:44:47,27.38,58.960,18.67
3323,08/11/2023 07:54:47,27.58,58.887,18.84
3324,08/11/2023 08:04:47,26.33,61.938,18.47
3325,08/11/2023 08:14:47,26.55,62.231,18.76
3326,08/11/2023 08:24:47,26.82,61.499,18.82
3327,08/11/2023 08:34:47,27.04,60.693,18.82
3328,08/11/2023 08:44:47,27.28,59.814,18.81
3329,08/11/2023 08:54:47,27.51,58.984,18.80
3330,08/11/2023 09:04:47,26.28,61.426,18.29
3331,08/11/2023 09:14:47,26.50,61.279,18.46
3332,08/11/2023 09:24:47,26.77,60.352,18.47
3333,08/11/2023 09:34:47,27.04,59.375,18.47
3334,08/11/2023 09:44:47,27.26,58.496,18.43
3335,08/11/2023 09:54:47,27.51,57.617,18.42
3336,08/11/2023 10:04:47,26.26,59.741,17.83
3337,08/11/2023 10:14:47,26.50,59.888,18.10
3338,08/11/2023 10:24:47,26.77,59.009,18.11
3339,08/11/2023 10:34:47,27.04,58.057,18.11
3340,08/11/2023 10:44:47,27.28,57.202,18.09
3341,08/11/2023 10:54:47,27.51,56.372,18.08
3342,08/11/2023 11:04:47,26.28,58.862,17.61
3343,08/11/2023 11:14:47,26.52,58.643,17.78
3344,08/11/2023 11:24:47,26.77,57.788,17.78
3345,08/11/2023 11:34:47,27.04,56.860,17.78
3346,08/11/2023 11:44:47,27.23,55.298,17.51
3347,08/11/2023 11:54:47,27.46,55.640,17.82
3348,08/11/2023 12:04:47,26.43,47.998,14.55
3349,08/11/2023 12:14:47,26.45,58.765,17.75
3350,08/11/2023 12:24:47,26.70,58.521,17.92
3351,08/11/2023 12:34:47,26.94,58.130,18.03
3352,08/11/2023 12:44:47,27.19,57.739,18.16
3353,08/11/2023 12:54:47,27.41,57.324,18.25
3354,08/11/2023 13:04:47,27.01,52.222,16.40
3355,08/11/2023 13:14:47,26.50,59.741,18.06
3356,08/11/2023 13:24:47,26.77,59.106,18.14
3357,08/11/2023 13:34:47,27.01,58.228,18.13
3358,08/11/2023 13:44:47,27.26,57.300,18.10
3359,08/11/2023 13:54:47,27.51,56.421,18.09
3360,08/11/2023 14:04:47,26.38,58.594,17.64
3361,08/11/2023 14:14:47,26.62,58.301,17.78
3362,08/11/2023 14:24:47,26.89,57.422,17.79
3363,08/11/2023 14:34:47,27.14,56.543,17.78
3364,08/11/2023 14:44:47,27.38,55.664,17.75
3365,08/11/2023 14:54:47,27.55,57.813,18.52
